monitoringlocationidentifier,monitoringlocationname,latitudemeasure,longitudemeasure,activitystartdate,characteristicname,result_value,units,mcl_value,mcl_units,result_mg_l,exceedance_flag,is_proxy_unit
MORONGO1_WQX-HW1,Hathaway West,33.97447,-116.8608,18/04/2023,Arsenic,1,ug/L,0.01,mg/l,0.001,0,
SIR_WQX-SW-WBC-LR1,West Barry Creek LR1,40.431,-120.656,29/09/2023,Arsenic,0.0025,mg/L,0.01,mg/l,0.0025,0,
BVR-BVRST02,BVRST02,38.27315833,-120.9096444,15/03/2023,Arsenic,0.005,mg/L,0.01,mg/l,0.005,0,
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,24/07/2023,Arsenic,2,ug/L,0.01,mg/l,0.002,0,
SIR_WQX-SW-WBC-LR2,West Barry Creek LR2,40.429,-120.656,29/12/2023,Arsenic,0.0025,mg/L,0.01,mg/l,0.0025,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,20/06/2023,Arsenic,2.9,ug/L,0.01,mg/l,0.0029,0,
21NEV1_WQX-C8,West Fork Carson River @ Paynesville,38.8087807,-119.7771988,05/12/2023,Arsenic,0.5,ug/L,0.01,mg/l,0.0005,0,
TEPA29-SW-3,Surface Water Site # 3,33.715208,-116.192261,23/05/2023,Arsenic,0.01,mg/L,0.01,mg/l,0.01,0,
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,12/04/2023,Arsenic,0.001,mg/L,0.01,mg/l,0.001,0,
GLEC-10065,Colorado River,34.71448,-114.47841,21/09/2023,Arsenic,0.003,mg/L,0.01,mg/l,0.003,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,26/04/2023,Arsenic,10,ug/L,0.01,mg/l,0.01,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,15/05/2023,Arsenic,4.1,ug/L,0.01,mg/l,0.0041,0,
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,18/01/2023,Arsenic,0.001,mg/L,0.01,mg/l,0.001,0,
MORONGO1_WQX-LMO,Lake Morongo Out,33.99055,-116.8423,14/12/2023,Arsenic,1,ug/L,0.01,mg/l,0.001,0,
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,18/10/2023,Arsenic,0.001,mg/L,0.01,mg/l,0.001,0,
MORONGO1_WQX-HW1,Hathaway West,33.97447,-116.8608,13/12/2023,Arsenic,1,ug/L,0.01,mg/l,0.001,0,
GLEC-10124,Colorado River,33.25861,-114.67224,14/09/2023,Arsenic,0.0031,mg/L,0.01,mg/l,0.0031,0,
21NEV1_WQX-W5,West Fork Walker River @ Topaz Lane,38.6106415,-119.5175018,15/05/2023,Arsenic,1,ug/L,0.01,mg/l,0.001,0,
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,24/04/2023,Arsenic,3,ug/L,0.01,mg/l,0.003,0,
SYCEO_WQX-ZDC-5,Zanja de Cota Creek West Fork Upstream,34.6096333,-120.0870333,05/01/2023,Arsenic,0.00387,mg/L,0.01,mg/l,0.00387,0,
MIDDLETOWNUPCW_WQX-SW-12,Rancheria Middle,38.72908,-122.62382,28/06/2023,Arsenic,0.001,mg/L,0.01,mg/l,0.001,0,
21NEV1_WQX-C8,West Fork Carson River @ Paynesville,38.8087807,-119.7771988,20/03/2023,Arsenic,1,ug/L,0.01,mg/l,0.001,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,23/01/2023,Arsenic,23,ug/L,0.01,mg/l,0.023,1,
MORONGO1_WQX-LMO,Lake Morongo Out,33.99055,-116.8423,19/04/2023,Arsenic,1,ug/L,0.01,mg/l,0.001,0,
PPNPROGRAM-SS0,Under Bridge,39.1046,-123.1237,20/11/2023,Arsenic,0.005,mg/L,0.01,mg/l,0.005,0,
MORONGO1_WQX-HE1,Hathaway East,33.97434,-116.8605,18/04/2023,Arsenic,1,ug/L,0.01,mg/l,0.001,0,
SIR_WQX-SW-WBC-LR1,West Barry Creek LR1,40.431,-120.656,27/09/2023,Arsenic,0.0025,mg/L,0.01,mg/l,0.0025,0,
21NEV1_WQX-C8,West Fork Carson River @ Paynesville,38.8087807,-119.7771988,20/03/2023,Arsenic,1,ug/L,0.01,mg/l,0.001,0,
CORTINARANCHERIA_WQX-SW-1,Channel 8a RPW,39.020433,-122.288217,16/08/2023,Arsenic,0.005,mg/L,0.01,mg/l,0.005,0,
MORONGO1_WQX-HW1,Hathaway West,33.97447,-116.8608,13/12/2023,Arsenic,1,ug/L,0.01,mg/l,0.001,0,
MIDDLETOWNUPCW_WQX-SW-71,Drainage to Lower Pond,38.72548,-122.62657,13/04/2023,Arsenic,0.001,mg/L,0.01,mg/l,0.001,0,
SIR_WQX-SW-WBC-LR2,West Barry Creek LR2,40.429,-120.656,27/06/2023,Arsenic,0.0056,mg/L,0.01,mg/l,0.0056,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,27/03/2023,Arsenic,14,ug/L,0.01,mg/l,0.014,1,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,14/12/2023,Arsenic,0.5,ug/L,0.01,mg/l,0.0005,0,
CWLT_WQX-DR1,Drainage 1,39.67188803,-123.5045329,09/05/2023,Arsenic,0.001,mg/L,0.01,mg/l,0.001,0,
21NEV1_WQX-C8,West Fork Carson River @ Paynesville,38.8087807,-119.7771988,05/12/2023,Arsenic,0.5,ug/L,0.01,mg/l,0.0005,0,
MORONGO1_WQX-M003,Millard 003,33.96146,-116.8,14/12/2023,Arsenic,1,ug/L,0.01,mg/l,0.001,0,
GLEC-10065,Colorado River,34.71448,-114.47841,12/11/2023,Arsenic,0.0033,mg/L,0.01,mg/l,0.0033,0,
PPNPROGRAM-SS8,Pond #2,39.55,-123.4384,18/01/2023,Arsenic,0.005,mg/L,0.01,mg/l,0.005,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,13/02/2023,Arsenic,8,ug/L,0.01,mg/l,0.008,0,
TRINIDADRANCHERIAEPA-TH-7,Trinidad Housing-7,41.053833,-124.130402,12/10/2023,Arsenic,0.5,ug/L,0.01,mg/l,0.0005,0,
CWLT_WQX-CCU,Upper Cahto Creek,39.6665697,-123.5084152,09/05/2023,Arsenic,0.001,mg/L,0.01,mg/l,0.001,0,
BVR-BVRST02,BVRST02,38.27315833,-120.9096444,13/12/2023,Arsenic,0.005,mg/L,0.01,mg/l,0.005,0,
SIR_WQX-SW-WBC-LR1,West Barry Creek LR1,40.431,-120.656,29/12/2023,Arsenic,0.0025,mg/L,0.01,mg/l,0.0025,0,
MORONGO1_WQX-BC1,Bear Canyon Creek,33.96819,-116.8631,13/12/2023,Arsenic,1,ug/L,0.01,mg/l,0.001,0,
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,18/01/2023,Arsenic,0.001,mg/L,0.01,mg/l,0.001,0,
MIDDLETOWNUPCW_WQX-SW-12,Rancheria Middle,38.72908,-122.62382,18/01/2023,Arsenic,0.001,mg/L,0.01,mg/l,0.001,0,
USGS-09427520,"COLORADO RIVER BELOW PARKER DAM, AZ-CA",34.29557035,-114.140225,24/05/2023,Lead,0.05,ug/L,0.015,mg/l,0.00005,0,
USGS-09427520,"COLORADO RIVER BELOW PARKER DAM, AZ-CA",34.29557035,-114.140225,24/05/2023,Lead,0.29,ug/L,0.015,mg/l,0.00029,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Lead,14.6,ug/L,0.015,mg/l,0.0146,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Lead,0.099,ug/L,0.015,mg/l,0.000099,0,
USGS-11147070,SANTA RITA C NR TEMPLETON CA,35.5238612,-120.7660077,02/03/2023,Lead,0.046,ug/L,0.015,mg/l,0.000046,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,22/03/2023,Lead,4.03,ug/L,0.015,mg/l,0.00403,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,22/03/2023,Lead,0.063,ug/L,0.015,mg/l,0.000063,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,21/03/2023,Lead,2.82,ug/L,0.015,mg/l,0.00282,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,21/03/2023,Lead,0.092,ug/L,0.015,mg/l,0.000092,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,22/03/2023,Lead,3.94,ug/L,0.015,mg/l,0.00394,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,22/03/2023,Lead,0.061,ug/L,0.015,mg/l,0.000061,0,
USGS-354052120562301,LAS TABLAS C NR LAKE NACIMIENTO CA,35.68117778,-120.9398556,01/03/2023,Lead,0.071,ug/L,0.015,mg/l,0.000071,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,09/01/2023,Lead,6.59,ug/L,0.015,mg/l,0.00659,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,09/01/2023,Lead,1.63,ug/L,0.015,mg/l,0.00163,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,09/01/2023,Lead,21.9,ug/L,0.015,mg/l,0.0219,1,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,09/01/2023,Lead,0.262,ug/L,0.015,mg/l,0.000262,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Lead,3.98,ug/L,0.015,mg/l,0.00398,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Lead,0.079,ug/L,0.015,mg/l,0.000079,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,21/03/2023,Lead,0.5,ug/L,0.015,mg/l,0.0005,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Lead,20.4,ug/L,0.015,mg/l,0.0204,1,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Lead,0.092,ug/L,0.015,mg/l,0.000092,0,
USGS-09427520,"COLORADO RIVER BELOW PARKER DAM, AZ-CA",34.29557035,-114.140225,16/03/2023,Lead,0.08,ug/L,0.015,mg/l,0.00008,0,
USGS-09427520,"COLORADO RIVER BELOW PARKER DAM, AZ-CA",34.29557035,-114.140225,16/03/2023,Lead,0.198,ug/L,0.015,mg/l,0.000198,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,21/03/2023,Lead,1.28,ug/L,0.015,mg/l,0.00128,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,25/01/2023,Lead,0.14,ug/L,0.015,mg/l,0.00014,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,09/01/2023,Lead,11.3,ug/L,0.015,mg/l,0.0113,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,09/01/2023,Lead,0.162,ug/L,0.015,mg/l,0.000162,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Lead,4.55,ug/L,0.015,mg/l,0.00455,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Lead,0.07,ug/L,0.015,mg/l,0.00007,0,
PPNPROGRAM-SS8,Pond #2,39.55,-123.4384,18/01/2023,Lead,0.025,mg/L,0.015,mg/l,0.025,1,
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,12/04/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
PPNPROGRAM-SS7,Pond #1,39.55,-123.4384,12/01/2023,Lead,0.01,mg/L,0.015,mg/l,0.01,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,23/01/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
SOBOBA_WQX-IC2,Indian Creek 2nd Crossing,33.46397,-116.5096,16/11/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
TRINIDADRANCHERIAEPA-TH-7,Trinidad Housing-7,41.053833,-124.130402,12/10/2023,Lead,0.5,ug/L,0.015,mg/l,0.0005,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,27/03/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
SIR_WQX-SW-WBC-LR1,West Barry Creek LR1,40.431,-120.656,29/09/2023,Lead,0.00125,mg/L,0.015,mg/l,0.00125,0,
MORONGO1_WQX-HE1,Hathaway East,33.97434,-116.8605,18/04/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,11/10/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
MORONGO1_WQX-LMO,Lake Morongo Out,33.99055,-116.8423,19/04/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,21/03/2023,Lead,0.01,mg/L,0.015,mg/l,0.01,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,21/03/2023,Lead,0.01,mg/L,0.015,mg/l,0.01,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,25/01/2023,Lead,0.01,mg/L,0.015,mg/l,0.01,0,
USGS-11147098,PASO ROBLES C A GARCIA RD NR TEMPLETON CA,35.52613889,-120.7138583,22/02/2023,Lead,0.01,mg/L,0.015,mg/l,0.01,0,
OVIWC-LP-SS-2,LP-SS-2 LPPSR Irrigation Intake,36.59634,-118.006635,07/06/2023,Lead,0.002,mg/L,0.015,mg/l,0.002,0,
MIDDLETOWNUPCW_WQX-SW-12,Rancheria Middle,38.72908,-122.62382,12/04/2023,Lead,0.004,mg/L,0.015,mg/l,0.004,0,
SYCEO_WQX-ZDC-8,Zanja de Cota Creek East Fork Upstream,34.60745,-120.0887167,05/01/2023,Lead,0.00195,mg/L,0.015,mg/l,0.00195,0,
21NEV1_WQX-W5,West Fork Walker River @ Topaz Lane,38.6106415,-119.5175018,15/05/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,05/01/2023,Lead,0.00172,mg/L,0.015,mg/l,0.00172,0,
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,05/01/2023,Lead,0.00172,mg/L,0.015,mg/l,0.00172,0,
SIR_WQX-SW-WBC-LR2,West Barry Creek LR2,40.429,-120.656,27/06/2023,Lead,0.011,mg/L,0.015,mg/l,0.011,0,
SYCEO_WQX-ZDC-3,Zanja de Cota Creek Mid-point,34.6066167,-120.0898667,05/01/2023,Lead,0.00255,mg/L,0.015,mg/l,0.00255,0,
21NEV1_WQX-T1,Truckee River @ Farad,39.42257,-120.033882,25/01/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
GLEC-10124,Colorado River,33.25861,-114.67224,11/11/2023,Lead,0.00011,mg/L,0.015,mg/l,0.00011,0,
21NEV1_WQX-T1,Truckee River @ Farad,39.42257,-120.033882,27/04/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
SIR_WQX-SW-WBC-LR1,West Barry Creek LR1,40.431,-120.656,29/06/2023,Lead,0.00125,mg/L,0.015,mg/l,0.00125,0,
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,18/01/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,23/01/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,13/02/2023,Lead,2,ug/L,0.015,mg/l,0.002,0,
SYCEO_WQX-ZDC-8,Zanja de Cota Creek East Fork Upstream,34.60745,-120.0887167,05/01/2023,Lead,0.00195,mg/L,0.015,mg/l,0.00195,0,
BVR-BVRST01,BVRST01,38.27726944,-120.9113556,15/03/2023,Lead,0.025,mg/L,0.015,mg/l,0.025,1,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,13/02/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
PPNPROGRAM-SS0,Under Bridge,39.1046,-123.1237,20/11/2023,Lead,0.025,mg/L,0.015,mg/l,0.025,1,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,26/04/2023,Lead,10,ug/L,0.015,mg/l,0.01,0,
OVIWC-LP-SS-4,LP-SS-4 SAR Upstream,36.59682,-118.06322,07/06/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
GLEC-10124,Colorado River,33.25861,-114.67224,11/11/2023,Lead,0.00011,mg/L,0.015,mg/l,0.00011,0,
MORONGO1_WQX-HW1,Hathaway West,33.97447,-116.8608,13/12/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
GLEC-10124,Colorado River,33.25861,-114.67224,14/09/2023,Lead,0.00011,mg/L,0.015,mg/l,0.00011,0,
GLEC-10065,Colorado River,34.71448,-114.47841,12/11/2023,Lead,0.00011,mg/L,0.015,mg/l,0.00011,0,
MORONGO1_WQX-HE1,Hathaway East,33.97434,-116.8605,13/12/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,24/07/2023,Lead,0.25,ug/L,0.015,mg/l,0.00025,0,
MORONGO1_WQX-HW1,Hathaway West,33.97447,-116.8608,13/12/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
MIDDLETOWNUPCW_WQX-SW-12,Rancheria Middle,38.72908,-122.62382,28/06/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
TEPA29-SW-1D,Surface Water Site # 1D,33.71675,-116.195,23/05/2023,Lead,0.01,mg/L,0.015,mg/l,0.01,0,
21NEV1_WQX-C8,West Fork Carson River @ Paynesville,38.8087807,-119.7771988,20/03/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
OVIWC-LP-SS-1,LP-SS-1 Lone Pine Creek - Sandtrap Diversion,36.59846,-118.07673,07/06/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,27/06/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,18/10/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,20/06/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
MORONGO1_WQX-WC1,Wood Canyon,34.0143,-116.8205,18/04/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
SIR_WQX-SW-WBC-LR1,West Barry Creek LR1,40.431,-120.656,29/12/2023,Lead,0.00125,mg/L,0.015,mg/l,0.00125,0,
21NEV1_WQX-W5,West Fork Walker River @ Topaz Lane,38.6106415,-119.5175018,15/05/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
SYCEO_WQX-ZDC-3,Zanja de Cota Creek Mid-point,34.6066167,-120.0898667,05/01/2023,Lead,0.00255,mg/L,0.015,mg/l,0.00255,0,
MORONGO1_WQX-M003,Millard 003,33.96146,-116.8,19/04/2023,Lead,15,ug/L,0.015,mg/l,0.015,0,
CWLT_WQX-CCU,Upper Cahto Creek,39.6665697,-123.5084152,09/05/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
MORONGO1_WQX-BC1,Bear Canyon Creek,33.96819,-116.8631,18/04/2023,Lead,5,ug/L,0.015,mg/l,0.005,0,
SYCEO_WQX-ZDC-5,Zanja de Cota Creek West Fork Upstream,34.6096333,-120.0870333,05/01/2023,Lead,0.00308,mg/L,0.015,mg/l,0.00308,0,
MORONGO1_WQX-WC1,Wood Canyon,34.0143,-116.8205,13/12/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
MORONGO1_WQX-M001,Millard 001,33.97742,-116.7972,19/04/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
MIDDLETOWNUPCW_WQX-SW-12,Rancheria Middle,38.72908,-122.62382,18/01/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
GLEC-10065,Colorado River,34.71448,-114.47841,12/11/2023,Lead,0.00011,mg/L,0.015,mg/l,0.00011,0,
MORONGO1_WQX-M003,Millard 003,33.96146,-116.8,14/12/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,16/08/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
21NEV1_WQX-T1,Truckee River @ Farad,39.42257,-120.033882,25/01/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,18/01/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
GLEC-10124,Colorado River,33.25861,-114.67224,14/09/2023,Lead,0.00011,mg/L,0.015,mg/l,0.00011,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,27/03/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
MORONGO1_WQX-HW1,Hathaway West,33.97447,-116.8608,18/04/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
CWLT_WQX-CCM,Middle Cahto Creek,39.671482,-123.498422,08/05/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
MORONGO1_WQX-BC1,Bear Canyon Creek,33.96819,-116.8631,13/12/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,24/04/2023,Lead,0.25,ug/L,0.015,mg/l,0.00025,0,
MORONGO1_WQX-H000,Hathaway 000,33.96822,-116.863,13/12/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
PPNPROGRAM-SS2,Williams Property,39.1054,-123.1254,20/11/2023,Lead,0.025,mg/L,0.015,mg/l,0.025,1,
MORONGO1_WQX-LMO,Lake Morongo Out,33.99055,-116.8423,14/12/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
SYCEO_WQX-ZDC-5,Zanja de Cota Creek West Fork Upstream,34.6096333,-120.0870333,05/01/2023,Lead,0.00308,mg/L,0.015,mg/l,0.00308,0,
BVR-BVRST01,BVRST01,38.27726944,-120.9113556,13/12/2023,Lead,0.025,mg/L,0.015,mg/l,0.025,1,
BVR-BVRST02,BVRST02,38.27315833,-120.9096444,15/03/2023,Lead,0.025,mg/L,0.015,mg/l,0.025,1,
TEPA29-SW-3,Surface Water Site # 3,33.715208,-116.192261,23/05/2023,Lead,0.01,mg/L,0.015,mg/l,0.01,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,15/05/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
SIR_WQX-SW-WBC-LR1,West Barry Creek LR1,40.431,-120.656,29/12/2023,Lead,0.00125,mg/L,0.015,mg/l,0.00125,0,
BVR-BVRST02,BVRST02,38.27315833,-120.9096444,13/12/2023,Lead,0.025,mg/L,0.015,mg/l,0.025,1,
MIDDLETOWNUPCW_WQX-SW-71,Drainage to Lower Pond,38.72548,-122.62657,13/04/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
OVIWC-LP-SS-5,LP-SS-5 SAR Downstream,36.59391,-118.06009,07/06/2023,Lead,0.05,mg/L,0.015,mg/l,0.05,1,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,20/06/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
MORONGO1_WQX-LMO,Lake Morongo Out,33.99055,-116.8423,14/12/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
SIR_WQX-SW-WBC-LR2,West Barry Creek LR2,40.429,-120.656,29/12/2023,Lead,0.00125,mg/L,0.015,mg/l,0.00125,0,
PPNPROGRAM-SS9,Orr Springs Bridge,39.180632,-123.23418,23/10/2023,Lead,0.025,mg/L,0.015,mg/l,0.025,1,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,01/11/2023,Lead,0.5,ug/L,0.015,mg/l,0.0005,0,
MORONGO1_WQX-LMO,Lake Morongo Out,33.99055,-116.8423,19/04/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,01/11/2023,Lead,0.5,ug/L,0.015,mg/l,0.0005,0,
MORONGO1_WQX-BC1,Bear Canyon Creek,33.96819,-116.8631,18/04/2023,Lead,25,ug/L,0.015,mg/l,0.025,1,
SIR_WQX-SW-WBC-LR2,West Barry Creek LR2,40.429,-120.656,27/06/2023,Lead,0.00125,mg/L,0.015,mg/l,0.00125,0,
MORONGO1_WQX-WC1,Wood Canyon,34.0143,-116.8205,13/12/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
21NEV1_WQX-T1,Truckee River @ Farad,39.42257,-120.033882,27/04/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
SIR_WQX-SW-WBC-LR2,West Barry Creek LR2,40.429,-120.656,27/09/2023,Lead,0.00125,mg/L,0.015,mg/l,0.00125,0,
MORONGO1_WQX-M001,Millard 001,33.97742,-116.7972,14/12/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
SOBOBA_WQX-IC2,Indian Creek 2nd Crossing,33.46397,-116.5096,12/10/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
21NEV1_WQX-C8,West Fork Carson River @ Paynesville,38.8087807,-119.7771988,20/03/2023,Lead,1,ug/L,0.015,mg/l,0.001,0,
GLEC-10124,Colorado River,33.25861,-114.67224,14/09/2023,Lead,0.00011,mg/L,0.015,mg/l,0.00011,0,
GLEC-10065,Colorado River,34.71448,-114.47841,21/09/2023,Lead,0.00011,mg/L,0.015,mg/l,0.00011,0,
21NEV1_WQX-C8,West Fork Carson River @ Paynesville,38.8087807,-119.7771988,05/12/2023,Lead,0.5,ug/L,0.015,mg/l,0.0005,0,
OVIWC-LP-SS-3,LP-SS-3 LA Aqueduct Diversion,36.60029,-118.07224,07/06/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
MORONGO1_WQX-H000,Hathaway 000,33.96822,-116.863,18/04/2023,Lead,2.5,ug/L,0.015,mg/l,0.0025,0,
MORONGO1_WQX-M003,Millard 003,33.96146,-116.8,19/04/2023,Lead,27,ug/L,0.015,mg/l,0.027,1,
CWLT_WQX-DR1,Drainage 1,39.67188803,-123.5045329,09/05/2023,Lead,0.001,mg/L,0.015,mg/l,0.001,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,14/12/2023,Lead,0.5,ug/L,0.015,mg/l,0.0005,0,
GLEC-10065,Colorado River,34.71448,-114.47841,21/09/2023,Lead,0.00011,mg/L,0.015,mg/l,0.00011,0,
